Book_Title,Original_Book_Title,Author_Name,Edition_Language,Rating_score,Rating_votes,Review_number,Year_published,Genres,url
Zenn Scarlett,"
                  1908844558
                      (ISBN13: 9781908844552)
",Christian Schoon,English,3.44,331,140,2013,"{'Young Adult': 57, 'Science Fiction': 52, 'Science Fiction (Aliens) ': 23, 'Science Fiction (Dystopia) ': 10, 'Fantasy': 9, 'Mystery': 8, 'Space': 7, 'Romance': 6, 'Animals': 6, 'Fiction': 5}",https://www.goodreads.com/book/show/16071885-zenn-scarlett
Alien in the House,Alien in the House,Gini Koch,English,4.16,1108,108,2013,"{'Science Fiction': 46, 'Fantasy (Urban Fantasy) ': 30, 'Science Fiction (Aliens) ': 23, 'Fantasy': 14, 'Romance': 13, 'Fantasy (Paranormal) ': 9, 'Romance (Paranormal Romance) ': 9, 'Mystery': 8, 'Humor': 7, 'Fiction': 5}",https://www.goodreads.com/book/show/15824169-alien-in-the-house
Dark Prince,The Dark Prince,Michelle M. Pillow,English,4.04,2006,91,2004,"{'Romance': 45, 'Science Fiction': 41, 'Fantasy (Dragons) ': 35, 'Fantasy (Paranormal) ': 26, 'Paranormal (Shapeshifters) ': 25, 'Fantasy': 25, 'Science Fiction (Aliens) ': 23, 'Adult Fiction (Erotica) ': 22, 'Romance (Paranormal Romance) ': 19, 'Romance (Science Fiction Romance) ': 13}",https://www.goodreads.com/book/show/22050788-dark-prince
The Rogue Prince,The Rogue Prince,Michelle M. Pillow,English,4.13,1431,49,2005,"{'Romance': 30, 'Science Fiction': 26, 'Science Fiction (Aliens) ': 23, 'Paranormal (Shapeshifters) ': 21, 'Fantasy (Paranormal) ': 16, 'Romance (Paranormal Romance) ': 14, 'Adult Fiction (Erotica) ': 13, 'Fantasy': 12, 'Futuristic': 11, 'Romance (Science Fiction Romance) ': 11}",https://www.goodreads.com/book/show/12772378-the-rogue-prince
ExtraNormal,ExtraNormal,Suze Reese,English,3.58,481,68,2012,"{'Young Adult': 41, 'Science Fiction': 31, 'Fantasy (Paranormal) ': 24, 'Science Fiction (Aliens) ': 23, 'Romance': 22, 'Fantasy': 16, 'Fantasy (Urban Fantasy) ': 7, 'Science Fiction (Dystopia) ': 7, 'Young Adult (Young Adult Paranormal) ': 3, 'Fantasy (Supernatural) ': 3}",https://www.goodreads.com/book/show/12797906-extranormal
Captive,Captive,Trista Ann Michaels,English,3.72,672,41,2009,"{'Science Fiction': 40, 'Romance': 26, 'Science Fiction (Aliens) ': 23, 'Adult Fiction (Erotica) ': 16, 'Romance (Science Fiction Romance) ': 12, 'Adult': 9, 'Erotica (BDSM) ': 8, 'Romance (Paranormal Romance) ': 6, 'Futuristic': 6, 'Romance (M F Romance) ': 5}",https://www.goodreads.com/book/show/6513172-captive
I Was An Alien Cat Toy,"
                  1452305137
                      (ISBN13: 9781452305134)
",Ann Somerville,English,3.6,783,101,2010,"{'Romance (M M Romance) ': 59, 'Science Fiction': 41, 'Science Fiction (Aliens) ': 23, 'Fantasy': 17, 'Romance': 15, 'Sociology (Abuse) ': 9, 'LGBT (Gay) ': 9, 'Space': 5, 'LGBT': 5, 'Futuristic': 5}",https://www.goodreads.com/book/show/17803746-i-was-an-alien-cat-toy
Deeper Than Midnight,Deeper than Midnight,Lara Adrian,English,4.29,20353,1024,2011,"{'Romance (Paranormal Romance) ': 521, 'Fantasy (Paranormal) ': 431, 'Paranormal (Vampires) ': 412, 'Romance': 281, 'Fantasy': 125, 'Fantasy (Urban Fantasy) ': 68, 'Adult': 57, 'Fiction': 38, 'Contemporary': 33, 'Fantasy (Supernatural) ': 24}",https://www.goodreads.com/book/show/8150317-deeper-than-midnight
Sleeping with the Enemy,Sleeping with the Enemy,Kaitlyn O'Connor,English,3.66,480,17,2010,"{'Science Fiction': 30, 'Science Fiction (Aliens) ': 23, 'Romance': 20, 'Adult Fiction (Erotica) ': 12, 'Romance (Science Fiction Romance) ': 11, 'Futuristic': 9, 'Romance (Erotic Romance) ': 5, 'Fantasy': 4, 'Romance (M F Romance) ': 3, 'Fantasy (Supernatural) ': 2}",https://www.goodreads.com/book/show/8111631-sleeping-with-the-enemy
Talson's Wait,9.78142E+12,Marie Harte,English,3.56,1052,59,2006,"{'Science Fiction': 34, 'Romance': 31, 'Adult Fiction (Erotica) ': 30, 'Science Fiction (Aliens) ': 23, 'Fantasy (Paranormal) ': 13, 'Erotica (BDSM) ': 11, 'Futuristic': 9, 'Fantasy': 7, 'Romance (Paranormal Romance) ': 6, 'Romance (M F Romance) ': 5}",https://www.goodreads.com/book/show/6904657-talson-s-wait
Pod,Pod,Stephen Wallenfels,English,3.52,1340,242,2009,"{'Young Adult': 57, 'Science Fiction': 47, 'Fiction': 25, 'Science Fiction (Dystopia) ': 23, 'Science Fiction (Aliens) ': 23, 'Adventure (Survival) ': 10, 'Apocalyptic (Post Apocalyptic) ': 10, 'Horror': 6, 'Science Fiction (Apocalyptic) ': 5, 'Young Adult (Teen) ': 5}",https://www.goodreads.com/book/show/7670154-pod
The Andromeda Strain,The Andromeda Strain,Michael Crichton,English,3.9,227899,4257,1969,"{'Science Fiction': 2939, 'Fiction': 2298, 'Thriller': 980, 'Mystery': 235, 'Science Fiction Fantasy': 221, 'Suspense': 192, 'Horror': 189, 'Novels': 151, 'Classics': 113, 'Adventure': 100}",https://www.goodreads.com/book/show/7670.The_Andromeda_Strain
Beyond the Rain,Beyond the Rain,Jess Granger,English,3.64,764,65,2009,"{'Romance': 69, 'Science Fiction': 55, 'Romance (Paranormal Romance) ': 26, 'Science Fiction (Aliens) ': 23, 'Romance (Science Fiction Romance) ': 20, 'Futuristic': 14, 'Fantasy': 13, 'Fantasy (Paranormal) ': 8, 'Science Fiction R... (Futuristic Romance) ': 7, 'Fiction': 7}",https://www.goodreads.com/book/show/6000234-beyond-the-rain
The Uplift War,The Uplift War,David Brin,English,4.07,25121,418,1987,"{'Science Fiction': 809, 'Fiction': 166, 'Space (Space Opera) ': 83, 'Hugo Awards': 60, 'Science Fiction Fantasy': 49, 'Fantasy': 34, 'Science Fiction (Aliens) ': 23, 'Speculative Fiction': 21, 'Space': 16, 'Audiobook': 13}",https://www.goodreads.com/book/show/234489.The_Uplift_War
Startide Rising,Startide Rising,David Brin,English,4.05,30047,698,1983,"{'Science Fiction': 1083, 'Fiction': 228, 'Space (Space Opera) ': 121, 'Hugo Awards': 69, 'Science Fiction Fantasy': 61, 'Fantasy': 40, 'Speculative Fiction': 30, 'Science Fiction (Aliens) ': 23, 'Space': 23, 'Audiobook': 16}",https://www.goodreads.com/book/show/234501.Startide_Rising
The Midwich Cuckoos,The Midwich Cuckoos,John Wyndham,English,3.93,18566,1076,1957,"{'Science Fiction': 825, 'Fiction': 404, 'Horror': 371, 'Classics': 257, 'Fantasy': 64, 'Science Fiction Fantasy': 49, 'European Literature (British Literature) ': 37, 'Speculative Fiction': 33, 'Novels': 30, 'Literature (20th Century) ': 24}",https://www.goodreads.com/book/show/161846.The_Midwich_Cuckoos
The Pride of Chanur,The Pride of Chanur,C.J. Cherryh,English,3.93,6368,288,1981,"{'Science Fiction': 422, 'Fiction': 84, 'Space (Space Opera) ': 68, 'Fantasy': 35, 'Science Fiction (Aliens) ': 23, 'Science Fiction Fantasy': 19, 'Space': 16, 'Adventure': 14, 'Animals (Cats) ': 8, 'Speculative Fiction': 8}",https://www.goodreads.com/book/show/1197129.The_Pride_of_Chanur
The Illusion,The Illusion,K.A. Applegate,English,3.9,2382,79,1999,"{'Science Fiction': 86, 'Young Adult': 62, 'Fiction': 47, 'Fantasy': 31, 'Childrens': 24, 'Science Fiction (Aliens) ': 23, 'Childrens (Middle Grade) ': 21, 'Animals': 11, 'Adventure': 10, 'Young Adult (Teen) ': 6}",https://www.goodreads.com/book/show/302871.The_Illusion
The Separation,The Separation,K.A. Applegate,English,3.59,2402,91,1999,"{'Science Fiction': 86, 'Young Adult': 59, 'Fiction': 53, 'Fantasy': 30, 'Childrens': 27, 'Science Fiction (Aliens) ': 23, 'Childrens (Middle Grade) ': 17, 'Adventure': 11, 'Animals': 11, 'Childrens (Juvenile) ': 7}",https://www.goodreads.com/book/show/125340.The_Separation
Pushing Ice,Pushing Ice,Alastair Reynolds,English,4.05,14956,840,2005,"{'Science Fiction': 751, 'Fiction': 172, 'Space (Space Opera) ': 114, 'Space': 41, 'Audiobook': 38, 'Science Fiction (Hard Science Fiction) ': 23, 'Science Fiction (Aliens) ': 23, 'Science Fiction Fantasy': 22, 'Speculative Fiction': 16, 'Fantasy': 12}",https://www.goodreads.com/book/show/89186.Pushing_Ice
No Words Alone,No Words Alone,Autumn Dawn,English,3.74,1235,101,2008,"{'Romance': 41, 'Science Fiction': 33, 'Science Fiction (Aliens) ': 23, 'Romance (Science Fiction Romance) ': 17, 'Futuristic': 17, 'Fantasy (Paranormal) ': 10, 'Fantasy': 7, 'Romance (Paranormal Romance) ': 7, 'Adult': 7, 'Fiction': 5}",https://www.goodreads.com/book/show/3931196-no-words-alone
Ull,Ull,M.K. Eidem,English,4.28,1261,157,2020,"{'Science Fiction (Aliens) ': 22, 'Romance': 21, 'Science Fiction': 16, 'Romance (Science Fiction Romance) ': 6, 'Fantasy': 5, 'Fantasy (Paranormal) ': 4, 'Futuristic': 3, 'Warriors': 3, 'Adult Fiction (Erotica) ': 2, 'Adult': 2}",https://www.goodreads.com/book/show/51691787-ull
Alien Captive,B07GZ7LBSG,Lee Savino,English,4.05,1327,283,2018,"{'Science Fiction': 23, 'Science Fiction (Aliens) ': 22, 'Erotica (BDSM) ': 15, 'Romance': 14, 'Adult Fiction (Erotica) ': 9, 'Romance (Science Fiction Romance) ': 9, 'Fantasy (Paranormal) ': 8, 'Fantasy': 5, 'Romance (Paranormal Romance) ': 4, 'Romance (Erotic Romance) ': 4}",https://www.goodreads.com/book/show/41573899-alien-captive
House of Imperial,House of Imperial,Jaymin Eve,English,4.18,3975,290,2018,"{'Fantasy': 51, 'Fantasy (Paranormal) ': 36, 'Romance': 29, 'Young Adult': 24, 'Science Fiction (Aliens) ': 22, 'Fantasy (Magic) ': 13, 'Fantasy (Urban Fantasy) ': 11, 'Romance (Paranormal Romance) ': 9, 'New Adult': 8, 'Fantasy (Supernatural) ': 7}",https://www.goodreads.com/book/show/40128630-house-of-imperial
Toxic Desire,"
                  1640634916
                      (ISBN13: 9781640634916)
",Robin Lovett,English,3.56,467,110,2018,"{'Romance': 47, 'Science Fiction (Aliens) ': 22, 'Science Fiction': 18, 'Adult Fiction (Erotica) ': 15, 'Romance (Science Fiction Romance) ': 12, 'Fantasy': 9, 'Romance (Paranormal Romance) ': 8, 'Romance (Erotic Romance) ': 8, 'Fantasy (Paranormal) ': 5, 'Fiction': 5}",https://www.goodreads.com/book/show/36600258-toxic-desire
The Melier: Prodigal Son,B07YQQYMYB,Poppy Rhys,None,4.32,515,65,2019,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 13, 'Romance': 12, 'Erotica (Menage) ': 6, 'Menage (M F M) ': 4, 'Romance (Science Fiction Romance) ': 4, 'Adult Fiction (Erotica) ': 2, 'Menage (M M F) ': 2}",https://www.goodreads.com/book/show/53163613-the-melier
Joran,Joran,Susan  Hayes,English,3.76,839,103,2017,"{'Romance': 28, 'Science Fiction (Aliens) ': 22, 'Science Fiction': 22, 'Romance (Science Fiction Romance) ': 9, 'Fantasy (Paranormal) ': 8, 'Romance (Paranormal Romance) ': 7, 'Novella': 5, 'Adult Fiction (Erotica) ': 4, 'Fantasy': 4, 'Audiobook': 4}",https://www.goodreads.com/book/show/35849235-joran
Terminal Alliance,"
                  0756412749
                      (ISBN13: 9780756412746)
",Jim C. Hines,English,4.02,2263,428,2017,"{'Science Fiction': 201, 'Humor': 74, 'Fiction': 48, 'Space (Space Opera) ': 38, 'Space': 24, 'Science Fiction (Aliens) ': 22, 'Apocalyptic (Post Apocalyptic) ': 16, 'Fantasy': 13, 'Humor (Comedy) ': 13, 'Adventure': 12}",https://www.goodreads.com/book/show/31363503-terminal-alliance
The Alien's Touch,The Alien's Touch,Zoey Draven,English,4.15,1515,89,2017,"{'Science Fiction': 25, 'Science Fiction (Aliens) ': 22, 'Romance': 15, 'Adult Fiction (Erotica) ': 7, 'Romance (Science Fiction Romance) ': 7, 'Fantasy (Paranormal) ': 7, 'Fantasy': 5, 'Romance (Paranormal Romance) ': 4, 'War (Military Fiction) ': 2, 'Fiction': 2}",https://www.goodreads.com/book/show/36510359-the-alien-s-touch
Caveman Alien's Mate,Caveman Alien's Mate,Calista Skye,English,3.99,1064,71,2017,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 15, 'Adult Fiction (Erotica) ': 11, 'Romance': 10, 'Fantasy (Paranormal) ': 6, 'Adventure': 4, 'Romance (Science Fiction Romance) ': 4, 'Fantasy': 3, 'Warriors': 2, 'Adult': 2}",https://www.goodreads.com/book/show/36196781-caveman-alien-s-mate
Brilliant Starlight,B073THB4B2,Anna Carven,English,4.38,1370,125,2017,"{'Science Fiction': 26, 'Romance': 23, 'Science Fiction (Aliens) ': 22, 'Romance (Science Fiction Romance) ': 12, 'Romance (Paranormal Romance) ': 7, 'Fantasy': 6, 'Fantasy (Paranormal) ': 5, 'Futuristic': 3, 'War (Military Fiction) ': 3, 'Action': 3}",https://www.goodreads.com/book/show/35627185-brilliant-starlight
Zero Repeat Forever,Zero Repeat Forever,Gabrielle S. Prendergast,English,3.99,2009,541,2017,"{'Science Fiction': 123, 'Young Adult': 106, 'Fantasy': 35, 'Science Fiction (Dystopia) ': 32, 'Romance': 25, 'Science Fiction (Aliens) ': 22, 'Fiction': 14, 'Young Adult (Young Adult Science Fiction) ': 11, 'Science Fiction Fantasy': 10, 'Adventure (Survival) ': 8}",https://www.goodreads.com/book/show/28945665-zero-repeat-forever
Her Mate's Secret Baby,"Her Mate's Secret Baby (Interstellar Brides Program, #9)",Grace  Goodwin,English,4.03,1279,82,2017,"{'Romance': 25, 'Science Fiction': 24, 'Science Fiction (Aliens) ': 22, 'Adult Fiction (Erotica) ': 10, 'Romance (Paranormal Romance) ': 8, 'Romance (Science Fiction Romance) ': 7, 'Fantasy (Paranormal) ': 6, 'Erotica (BDSM) ': 5, 'Fantasy': 5, 'Romance (Erotic Romance) ': 4}",https://www.goodreads.com/book/show/33841941-her-mate-s-secret-baby
Rayzor's One,B01N58EC68,Michele Mills,English,3.74,1000,107,2016,"{'Romance': 22, 'Science Fiction (Aliens) ': 22, 'Science Fiction': 20, 'Romance (Science Fiction Romance) ': 8, 'Fantasy (Paranormal) ': 6, 'Adult Fiction (Erotica) ': 5, 'Novella': 4, 'Romance (Paranormal Romance) ': 2, 'Fiction': 2, 'Fantasy': 2}",https://www.goodreads.com/book/show/33271221-rayzor-s-one
Fire Planet Warrior's Captive,B01NBC3OLD,Calista Skye,English,3.81,969,92,2016,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 17, 'Romance': 11, 'Romance (Science Fiction Romance) ': 9, 'Romance (Paranormal Romance) ': 4, 'Adult Fiction (Erotica) ': 4, 'Romance (Erotic Romance) ': 2, 'Fantasy (Dragons) ': 2, 'Adventure (Survival) ': 2}",https://www.goodreads.com/book/show/33119542-fire-planet-warrior-s-captive
Dragon's Mate,B01LY5FQO2,Miranda Martin,English,3.99,1268,90,2016,"{'Science Fiction (Aliens) ': 22, 'Romance': 21, 'Fantasy (Dragons) ': 20, 'Science Fiction': 19, 'Romance (Science Fiction Romance) ': 6, 'Fantasy (Paranormal) ': 6, 'Fantasy': 3, 'Apocalyptic (Post Apocalyptic) ': 3, 'Romance (Paranormal Romance) ': 3, 'Adult Fiction (Erotica) ': 3}",https://www.goodreads.com/book/show/32033914-dragon-s-mate
Darkside Blues,B01LK0VGXI,Anna Carven,English,4.15,1331,99,2016,"{'Romance': 23, 'Science Fiction': 22, 'Science Fiction (Aliens) ': 22, 'Romance (Science Fiction Romance) ': 15, 'Fantasy': 10, 'Novella': 7, 'Adult Fiction (Erotica) ': 3, 'Fiction': 3, 'Fantasy (Paranormal) ': 3, 'Romance (Fantasy Romance) ': 3}",https://www.goodreads.com/book/show/31835919-darkside-blues
Mercy,B01IL87RJY,Catherine   Miller,English,3.71,559,43,2016,"{'Science Fiction': 27, 'Science Fiction (Aliens) ': 22, 'Romance': 19, 'Romance (Science Fiction Romance) ': 8, 'Fantasy': 6, 'Science Fiction (Dystopia) ': 3, 'Romance (M F Romance) ': 3, 'Space': 3, 'Fiction': 2, 'Romance (Fantasy Romance) ': 2}",https://www.goodreads.com/book/show/31136606-mercy
Saved,B01APUVEFO,Mara Frost,English,3.91,464,29,2016,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 15, 'Romance (Science Fiction Romance) ': 9, 'Romance': 9, 'Adult Fiction (Erotica) ': 4, 'Humor': 3, 'Fantasy': 3, 'Futuristic': 3, 'Space': 3, 'Fantasy (Paranormal) ': 2}",https://www.goodreads.com/book/show/28581950-saved
Prophecy,B016K3CU08,Lea Kirk,English,3.7,359,79,2016,"{'Science Fiction (Aliens) ': 22, 'Romance': 21, 'Science Fiction': 19, 'Romance (Science Fiction Romance) ': 8, 'Futuristic': 5, 'Romance (Paranormal Romance) ': 4, 'Fantasy': 3, 'Fantasy (Paranormal) ': 3, 'Apocalyptic (Post Apocalyptic) ': 2, 'Business (Amazon) ': 2}",https://www.goodreads.com/book/show/27391666-prophecy
"Descender, Vol. 1: Tin Stars","Descender, Volume One: Tin Stars",Jeff Lemire,English,4.09,15905,1572,2015,"{'Sequential Art (Graphic Novels) ': 1259, 'Sequential Art (Comics) ': 998, 'Science Fiction': 508, 'Graphic Novels Comics': 165, 'Fiction': 122, 'Comics (Comic Book) ': 91, 'Science Fiction (Robots) ': 51, 'Adult': 43, 'Space': 39, 'Space (Space Opera) ': 35}",https://www.goodreads.com/book/show/25546167-descender-vol-1
Roark,9.78131E+12,Jacqueline Rhoades,English,3.9,935,78,2015,"{'Science Fiction': 37, 'Romance': 33, 'Science Fiction (Aliens) ': 22, 'Futuristic': 8, 'Romance (Science Fiction Romance) ': 7, 'Apocalyptic (Post Apocalyptic) ': 4, 'Fantasy': 3, 'War (Military Fiction) ': 3, 'Fantasy (Paranormal) ': 3, 'Adult Fiction (Erotica) ': 3}",https://www.goodreads.com/book/show/25768581-roark
Saved by the Alien Lord,B00YD929KI,Mina Carter,English,3.95,982,71,2015,"{'Romance': 33, 'Science Fiction': 30, 'Science Fiction (Aliens) ': 22, 'Romance (Science Fiction Romance) ': 11, 'Adult Fiction (Erotica) ': 11, 'Fantasy (Paranormal) ': 10, 'Fantasy': 6, 'Adult': 5, 'Romance (Paranormal Romance) ': 5, 'War (Military Fiction) ': 4}",https://www.goodreads.com/book/show/25615669-saved-by-the-alien-lord
Starflight,Starflight,Melissa Landers,English,3.86,11734,2325,2016,"{'Science Fiction': 837, 'Young Adult': 771, 'Romance': 345, 'Fantasy': 271, 'Space': 147, 'Adventure': 97, 'Fiction': 81, 'Science Fiction (Dystopia) ': 72, 'Space (Space Opera) ': 60, 'Adventure (Pirates) ': 44}",https://www.goodreads.com/book/show/21793182-starflight
Defender,B00V400PJQ,C.L. Scholey,English,4.11,452,18,2015,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 9, 'Romance': 8, 'Adult Fiction (Erotica) ': 5, 'Romance (Science Fiction Romance) ': 4, 'Romance (Fantasy Romance) ': 2, 'Fantasy': 2, 'Futuristic': 2, 'Space': 2}",https://www.goodreads.com/book/show/25211841-defender
Mated,9.78131E+12,Gwendolyn Cease,English,3.57,535,38,2014,"{'Erotica (Menage) ': 29, 'Science Fiction': 26, 'Science Fiction (Aliens) ': 22, 'Romance': 18, 'Menage (M M F) ': 10, 'Adult Fiction (Erotica) ': 7, 'Romance (Science Fiction Romance) ': 7, 'Romance (M M Romance) ': 5, 'Fantasy (Paranormal) ': 4, 'Fantasy': 4}",https://www.goodreads.com/book/show/23431625-mated
The X-Club,The X-Club,Anna Zaires,English,3.7,1315,143,2014,"{'Science Fiction': 29, 'Romance': 23, 'Science Fiction (Aliens) ': 22, 'Fantasy': 18, 'Adult Fiction (Erotica) ': 18, 'Fantasy (Paranormal) ': 17, 'Novella': 8, 'Romance (Paranormal Romance) ': 7, 'Adult': 7, 'Romance (Science Fiction Romance) ': 6}",https://www.goodreads.com/book/show/23603352-the-x-club
The Countdown,The Countdown,Kimberly Derting,English,3.77,1065,140,2016,"{'Young Adult': 47, 'Science Fiction': 40, 'Science Fiction (Aliens) ': 22, 'Fantasy': 15, 'Fantasy (Paranormal) ': 14, 'Fiction': 11, 'Romance': 9, 'Young Adult (Teen) ': 5, 'Science Fiction (Dystopia) ': 5, 'Mystery': 4}",https://www.goodreads.com/book/show/26116440-the-countdown
Striker,Striker,Lexi Ander,English,4.32,757,97,2014,"{'Science Fiction': 46, 'Romance (M M Romance) ': 40, 'Science Fiction (Aliens) ': 22, 'Romance': 19, 'Erotica (Menage) ': 17, 'Fantasy': 15, 'Menage (M M M) ': 15, 'LGBT (Gay) ': 9, 'M M Romance (M M Science Fiction) ': 6, 'Adult Fiction (Erotica) ': 6}",https://www.goodreads.com/book/show/20700123-striker
Five's Betrayal,Five's Betrayal,Pittacus Lore,English,4.04,3303,155,2014,"{'Young Adult': 65, 'Science Fiction': 43, 'Fantasy': 40, 'Science Fiction (Aliens) ': 22, 'Fiction': 16, 'Novella': 15, 'Short Stories': 14, 'Young Adult (Teen) ': 8, 'Fantasy (Paranormal) ': 7, 'Adventure': 5}",https://www.goodreads.com/book/show/18738863-five-s-betrayal
An Unauthorized Field Guide to the Hunt,An Unauthorized Field Guide to the Hunt,Kari Gregg,English,3.63,685,87,2013,"{'Romance (M M Romance) ': 69, 'Science Fiction': 48, 'Romance': 23, 'Science Fiction (Aliens) ': 22, 'Adult Fiction (Erotica) ': 16, 'Paranormal (Shapeshifters) ': 16, 'Fantasy': 14, 'Fantasy (Paranormal) ': 11, 'LGBT (Gay) ': 8, 'M M Romance (M M Science Fiction) ': 6}",https://www.goodreads.com/book/show/18207449-an-unauthorized-field-guide-to-the-hunt
Eight's Origin,English,Pittacus Lore,English,3.89,3258,163,2012,"{'Young Adult': 64, 'Science Fiction': 49, 'Fantasy': 39, 'Science Fiction (Aliens) ': 22, 'Short Stories': 18, 'Fiction': 11, 'Novella': 10, 'Fantasy (Paranormal) ': 10, 'Adventure': 8, 'Science Fiction (Dystopia) ': 6}",https://www.goodreads.com/book/show/15843845-eight-s-origin
Incursion,Incursion,Aleksandr Voinov,English,3.89,886,215,2012,"{'Romance (M M Romance) ': 120, 'Science Fiction': 104, 'Romance': 47, 'Science Fiction (Aliens) ': 22, 'LGBT': 19, 'War (Military Fiction) ': 18, 'Paranormal (Shapeshifters) ': 18, 'Fantasy': 14, 'Disability': 13, 'Fantasy (Paranormal) ': 11}",https://www.goodreads.com/book/show/30979195-incursion
A Soldier's Duty,A Soldier's Duty ,Jean Johnson,English,3.98,4494,361,2011,"{'Science Fiction': 261, 'War (Military Fiction) ': 72, 'Space (Space Opera) ': 66, 'Space': 32, 'Science Fiction (Military Science Fiction) ': 26, 'Fantasy': 24, 'Fiction': 23, 'Science Fiction (Aliens) ': 22, 'Action': 18, 'Fantasy (Paranormal) ': 17}",https://www.goodreads.com/book/show/10814635-a-soldier-s-duty
Glitches,Glitches,Marissa Meyer,English,3.98,21112,2163,2011,"{'Young Adult': 910, 'Fantasy': 742, 'Science Fiction': 569, 'Short Stories': 560, 'Science Fiction (Dystopia) ': 267, 'Novella': 240, 'Retellings': 191, 'Fantasy (Fairy Tales) ': 156, 'Fiction': 146, 'Science Fiction (Steampunk) ': 61}",https://www.goodreads.com/book/show/13254289-glitches
Wishes,Wishes,J.C. Owens,English,3.52,776,88,2012,"{'Romance (M M Romance) ': 55, 'Science Fiction': 44, 'Erotica (Menage) ': 23, 'Science Fiction (Aliens) ': 22, 'Paranormal (Shapeshifters) ': 17, 'Fantasy': 14, 'War (Military Fiction) ': 11, 'Romance': 9, 'Sociology (Abuse) ': 9, 'Fantasy (Paranormal) ': 9}",https://www.goodreads.com/book/show/13616795-wishes
Here,B007A0I86Q,Ella James,English,3.71,1110,160,2012,"{'Young Adult': 46, 'Fantasy (Paranormal) ': 34, 'Science Fiction (Aliens) ': 22, 'Science Fiction': 21, 'Romance': 20, 'Fantasy': 15, 'Romance (Paranormal Romance) ': 7, 'Audiobook': 4, 'Science Fiction (Dystopia) ': 4, 'Fantasy (Supernatural) ': 4}",https://www.goodreads.com/book/show/13490992-here
Conquest Earth,Conquest Earth; Prince Galen,Angelique Anjou,English,3.6,619,20,2009,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 19, 'Adult Fiction (Erotica) ': 13, 'Romance': 11, 'Romance (Science Fiction Romance) ': 9, 'Romance (Erotic Romance) ': 5, 'Romance (Paranormal Romance) ': 2, 'Futuristic': 2, 'Adult': 2}",https://www.goodreads.com/book/show/6940150-conquest-earth
Starcrossed: Perigee,B004XJ4USC,Tracey Lee Campbell,English,3.79,704,71,2011,"{'Young Adult': 28, 'Fantasy (Paranormal) ': 23, 'Science Fiction (Aliens) ': 22, 'Romance': 20, 'Fantasy': 20, 'Science Fiction': 13, 'Romance (Paranormal Romance) ': 13, 'Thriller': 6, 'Fantasy (Urban Fantasy) ': 3, 'Romance (Science Fiction Romance) ': 2}",https://www.goodreads.com/book/show/11224175-starcrossed
Rogue,"Rogue (Cat Star Chronicles, #3)",Cheryl Brooks,English,3.95,1130,60,2009,"{'Romance': 56, 'Science Fiction': 33, 'Romance (Paranormal Romance) ': 23, 'Science Fiction (Aliens) ': 22, 'Fantasy (Paranormal) ': 22, 'Adult Fiction (Erotica) ': 22, 'Fantasy': 19, 'Romance (Science Fiction Romance) ': 14, 'Futuristic': 12, 'Fiction': 6}",https://www.goodreads.com/book/show/6019882-rogue
Discovery (The Forgotten,English,Kaitlyn O'Connor,English,3.62,582,24,2010,"{'Erotica (Menage) ': 30, 'Science Fiction': 23, 'Science Fiction (Aliens) ': 22, 'Romance': 14, 'Adult Fiction (Erotica) ': 12, 'Futuristic': 8, 'Romance (Science Fiction Romance) ': 7, 'Romance (Erotic Romance) ': 7, 'Paranormal (Shapeshifters) ': 5, 'Fantasy (Paranormal) ': 4}",https://www.goodreads.com/book/show/8111624-discovery
When Night Falls,When Night Falls ,Kaitlyn O'Connor,English,3.69,831,28,2004,"{'Adult Fiction (Erotica) ': 27, 'Science Fiction': 26, 'Romance': 23, 'Science Fiction (Aliens) ': 22, 'Romance (Science Fiction Romance) ': 10, 'Futuristic': 9, 'Romance (Erotic Romance) ': 8, 'Fantasy': 8, 'Fantasy (Paranormal) ': 6, 'Adult': 4}",https://www.goodreads.com/book/show/710702.When_Night_Falls
Alien Penetration,"Alien Penetration (Alien Breeders, #1)",Kaitlyn O'Connor,English,3.29,593,27,2009,"{'Science Fiction (Aliens) ': 22, 'Science Fiction': 22, 'Erotica (Menage) ': 19, 'Romance': 14, 'Adult Fiction (Erotica) ': 10, 'Romance (Erotic Romance) ': 6, 'Romance (Science Fiction Romance) ': 5, 'Futuristic': 5, 'Menage (Multiple Partners) ': 4, 'Fantasy (Paranormal) ': 3}",https://www.goodreads.com/book/show/6543714-alien-penetration
The Sirens of Titan,The Sirens of Titan,Kurt Vonnegut Jr.,English,4.14,118894,4880,1959,"{'Science Fiction': 2186, 'Fiction': 1867, 'Classics': 645, 'Humor': 228, 'Literature': 207, 'Novels': 204, 'Fantasy': 164, 'Science Fiction Fantasy': 145, 'Literature (American) ': 129, 'Literature (20th Century) ': 77}",https://www.goodreads.com/book/show/4982.The_Sirens_of_Titan
